"","Species","X","Plot","Plot2","Major_taxa","Order","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group","GBIF_ID"
"485","Raphicerus campestris",147,1,1,"Mammal","Artiodactyla",11054.1666666667,4.65618474246502e-06,4.35478089740339e-06,5.6944069829073e-06,4.65618474246502e-06,2.55094583333333e-07,"Herbivore","Eutherian","2441141"
"486","Raphicerus sharpei",148,1,1,"Mammal","Artiodactyla",9076.25,2.50153435652675e-06,1.92173512324992e-06,2.50153435652675e-06,NA,1.2989375e-07,"Herbivore","Eutherian","2441140"
"487","Rattus cremoriventer",2589,1,9,"Mammal","Rodentia",72,1.21907768650775e-05,1.13956871462654e-05,1.21907768650775e-05,NA,2.7e-05,"Omnivore","Eutherian","2439223"
"488","Rattus exulans",2590,1,9,"Mammal","Rodentia",62,0.00182938624684077,0.00171776112349845,0.00182938624684077,NA,0.00448,"Omnivore","Eutherian","2439244"
"489","Rattus fuscipes",2591,1,9,"Mammal","Rodentia",125,0.00083091666588,0.00106453215848352,0.0011578091450032,0.00083091666588,0.00177,"Omnivore","Eutherian","2439233"
"490","Rattus muelleri",2592,1,9,"Mammal","Rodentia",321,4.68484426835142e-05,4.18725218913208e-05,4.68484426835142e-05,NA,3.8e-05,"Omnivore","Eutherian","12266969"
"491","Rattus rattus",2593,1,9,"Mammal","Rodentia",122,0.0028105,0.00216125079793647,0.00234891256517758,0.0028105,0.00365,"Omnivore","Eutherian","2439270"
"492","Rattus tiomanicus",2594,1,9,"Mammal","Rodentia",112,0.00013792422390034,0.000127231052145783,0.00013792422390034,NA,0.000227,"Omnivore","Eutherian","2439235"
"493","Rattus villosissimus",2595,1,9,"Mammal","Rodentia",251,0.00271722222185,0.00315213367810645,0.00350078732821326,0.00271722222185,0.00335,"Omnivore","Eutherian","2439256"
"494","Rattus whiteheadi",2596,1,9,"Mammal","Rodentia",54,1.86071042719865e-05,1.75443017788753e-05,1.86071042719865e-05,NA,5e-05,"Omnivore","Eutherian","2439223"
"495","Redunca arundimum",1020,1,1,"Mammal","Artiodactyla",40500,0.000413264536287496,0.00030674364725161,0.000413264536287496,NA,7e-06,"Herbivore","Eutherian","2441037"
"496","Redunca arundinum",1021,1,1,"Mammal","Artiodactyla",59400,0.000114832597648013,8.44864389194281e-05,0.000114832597648013,NA,1.46e-06,"Herbivore","Eutherian","2441037"
"497","Redunca fulvorufula",1022,1,1,"Mammal","Artiodactyla",28000,0.00029956686144839,0.000224247721373199,0.00029956686144839,NA,6.69e-06,"Herbivore","Eutherian","2441036"
"498","Redunca redunca",149,1,1,"Mammal","Artiodactyla",40102.9411764706,1.33233517928297e-05,9.89143601996943e-06,1.33233517928297e-05,NA,2.27346470588235e-07,"Herbivore","Eutherian","2441038"
"499","Reithrodon auritus",2597,1,1,"Mammal","Rodentia",85,2.9532e-05,3.43773520021771e-05,3.48304262438964e-05,2.9532e-05,6.9e-05,"Herbivore","Eutherian","2438374"
"500","Reithrodontomys fulvescens",2598,1,9,"Mammal","Rodentia",21,0.000117970312671555,0.000114428778528401,0.000117970312671555,NA,0.000598,"Omnivore","Eutherian","2437864"
"501","Reithrodontomys megalotis",2599,1,9,"Mammal","Rodentia",16,0.00016999999983,0.00024587011850982,0.000251420241722136,0.00016999999983,0.00153,"Omnivore","Eutherian","2437874"
"502","Rhabdomys pumilio",150,1,1,"Mammal","Rodentia",44,0.0001492000001865,0.000259240698715903,0.000272164657891671,0.0001492000001865,0.00083925,"Herbivore","Eutherian","2438736"
"503","Rhinoceros sondaicus",2101,1,1,"Mammal","Perissodactyla",997000,5.38144766697152e-05,5.38144766697152e-05,NA,NA,1.2e-07,"Herbivore","Eutherian","5220112"
"504","Rhinoceros unicornis",2102,1,1,"Mammal","Perissodactyla",1255000,0.00332313570008907,0.00332313570008907,NA,NA,6.27e-06,"Herbivore","Eutherian","5220113"
"505","Rhinosciurus laticaudatus",2602,1,2,"Mammal","Rodentia",253,1.13464741006195e-05,1.1281526537444e-05,1.13464741006195e-05,NA,1.08e-05,"Carnivore","Eutherian","5219658"
"506","Rhipidomys mastacalis",2603,1,1,"Mammal","Rodentia",115,8.90618313707232e-05,8.93499501320487e-05,8.90618313707232e-05,NA,0.000144,"Herbivore","Eutherian","5219825"
"507","Rhipodomys spp.",2011,1,1,"Mammal","Lagomorpha",90,8.93251386577066e-05,8.93251386577066e-05,NA,NA,0.000172,"Herbivore","Eutherian","4828482"
"508","Saccostomus campestris",2604,1,9,"Mammal","Rodentia",45,0.00023838,0.000271550731693503,0.000286429828071142,0.00023838,0.00087,"Omnivore","Eutherian","2438948"
"509","Saguinus fuscicollis",2274,1,9,"Mammal","Primate",364,3.14044759907032e-05,3.21328065304724e-05,3.14044759907032e-05,NA,2.69e-05,"Omnivore","Eutherian","2436474"
"510","Saguinus imperator",2275,1,9,"Mammal","Primate",520,6.52699036085068e-05,6.35307240370335e-05,6.52699036085068e-05,NA,4.23e-05,"Omnivore","Eutherian","2436471"
"511","Saguinus labiatus",2276,1,9,"Mammal","Primate",520,2.45340772429139e-05,2.38803430777502e-05,2.45340772429139e-05,NA,1.59e-05,"Omnivore","Eutherian","9178968"
"512","Saguinus leucopus",2277,1,9,"Mammal","Primate",440,2.30190238883982e-06,2.29358495186905e-06,2.30190238883982e-06,NA,1.7e-06,"Omnivore","Eutherian","2436476"
"513","Saguinus midas",193,1,9,"Mammal","Primate",407.5,2.72892472374064e-05,2.7484319710689e-05,2.72892472374064e-05,NA,2.14e-05,"Omnivore","Eutherian","2436468"
"514","Saguinus mystax",2280,1,9,"Mammal","Primate",517,3.71726018367746e-05,3.62114224915508e-05,3.71726018367746e-05,NA,2.42e-05,"Omnivore","Eutherian","2436472"
"515","Saguinus nigricollis",2281,1,9,"Mammal","Primate",360,2.01389022116971e-05,2.06378639263027e-05,2.01389022116971e-05,NA,1.74e-05,"Omnivore","Eutherian","2436477"
"516","Saguinus oedipus",151,1,1,"Mammal","Primate",517.5,5.71845655577818e-05,6.8787107421425e-05,5.71845655577818e-05,NA,3.72e-05,"Herbivore","Eutherian","2436469"
"517","Saiga tatarica",1057,1,1,"Mammal","Artiodactyla",42500,4.89665584990358e-05,3.63049247121637e-05,4.89665584990358e-05,NA,8e-07,"Herbivore","Eutherian","2441067"
"518","Saimiri boliviensis",2284,1,9,"Mammal","Primate",800,0.000100274923564668,9.18905906511303e-05,0.000100274923564668,NA,4.64e-05,"Omnivore","Eutherian","2436663"
"519","Saimiri oerstedi",2285,1,9,"Mammal","Primate",665,4.67567724176387e-05,4.39704384129878e-05,4.67567724176387e-05,NA,2.5e-05,"Omnivore","Eutherian","2436664"
"520","Saimiri sciureus",194,1,9,"Mammal","Primate",676.5,0.0001448937499806,7.76221141348106e-05,8.27392648098978e-05,0.0001448937499806,4.365e-05,"Omnivore","Eutherian","2436661"
"521","Sarrophilus harrisii",1946,1,2,"Mammal","Dasyuromorphia",5700,9.24861425790448e-05,0.000121084222167245,9.24861425790448e-05,NA,1.16e-05,"Carnivore","Marsupial","2435451"
"522","Sciurus carolinensis",2605,1,1,"Mammal","Rodentia",530,0.001445462,0.00131888670248677,0.00121051892297169,0.001445462,0.000701,"Herbivore","Eutherian","5219681"
"523","Sciurus granatensis",2606,1,1,"Mammal","Rodentia",275,5.00016417847716e-05,5.25815325238964e-05,5.00016417847716e-05,NA,4.5e-05,"Herbivore","Eutherian","5219666"
"524","Sciurus griseus",2607,1,1,"Mammal","Rodentia",680,0.000879961031104844,0.000971726241548383,0.000879961031104844,NA,0.000431,"Herbivore","Eutherian","5219672"
"525","Sciurus langsdorffi",2608,1,1,"Mammal","Rodentia",275,0.000333344278565144,0.00035054355015931,0.000333344278565144,NA,3e-04,"Herbivore","Eutherian","44"
"526","Sciurus spp.",2609,1,1,"Mammal","Rodentia",338,0.000126231718483026,0.000134231673988492,0.000126231718483026,NA,9.89e-05,"Herbivore","Eutherian","44"
"527","Sciurus vulgaris",152,1,1,"Mammal","Rodentia",300,7.48065091599929e-06,7.90367268457311e-06,7.48065091599929e-06,NA,6.35e-06,"Herbivore","Eutherian","8211070"
"528","Semnopithecus entellus",195,1,9,"Mammal","Primate",6500,8.07854667266657e-05,5.52124056491913e-05,8.07854667266657e-05,NA,7.26401954871795e-06,"Omnivore","Eutherian","2436564"
"529","Setonix brachyurus",1975,1,1,"Mammal","Diprotodontia",3000,0.002289563889116,0.00338435663252816,0.00255443511396939,0.002289563889116,0.000511,"Herbivore","Marsupial","2440110"
"530","Sigmodon fulviventer",2612,1,9,"Mammal","Rodentia",120,0.00199127777794,0.000855374908645366,0.000929186376297617,0.00199127777794,0.00146,"Omnivore","Eutherian","2438153"
"531","Sigmodon hispidus",2613,1,9,"Mammal","Rodentia",129,0.00156633333432,0.00136245089751928,0.00148323320768911,0.00156633333432,0.00222,"Omnivore","Eutherian","2438147"
"532","Sigmomys alstoni",2614,1,1,"Mammal","Rodentia",50,1.76692464246106e-05,1.69467888260383e-05,1.76692464246106e-05,NA,5e-05,"Herbivore","Eutherian","1459"
"533","Silvicapra grimmia",153,1,1,"Mammal","Artiodactyla",12900,1.35484423196174e-05,1.03243972756904e-05,1.35484423196174e-05,NA,5.40644e-07,"Herbivore","Eutherian","2441187"
"534","Sminthopsis crassicaudata",1947,1,2,"Mammal","Dasyuromorphia",15,6.05e-06,6.47350508476435e-06,5.00366436693403e-06,6.05e-06,5e-05,"Carnivore","Marsupial","2435393"
"535","Sorex araneus",1987,1,2,"Mammal","Eulipotyphla",9.3,2.13327777687e-05,7.42966110166267e-06,1.36944578888348e-05,2.13327777687e-05,8.17e-05,"Carnivore","Eutherian","8316400"
"536","Sorex arcticus",1988,1,2,"Mammal","Eulipotyphla",8,8.73646980954294e-05,4.58881609648153e-05,8.73646980954294e-05,NA,0.000564,"Carnivore","Eutherian","2436104"
"537","Sorex cinereus",1989,1,2,"Mammal","Eulipotyphla",4.2,0.000177697221954,6.0999537808433e-05,0.000133391335770596,0.000177697221954,0.001207,"Carnivore","Eutherian","2435964"
"538","Sorex longirostris",1990,1,2,"Mammal","Eulipotyphla",4.5,7.90624323507873e-06,3.66953629065112e-06,7.90624323507873e-06,NA,6.9e-05,"Carnivore","Eutherian","2435976"
"539","Sorex minutus",1991,1,2,"Mammal","Eulipotyphla",5.3,9.8324999793e-05,3.72708688029736e-05,7.75264466840006e-05,9.8324999793e-05,0.000621,"Carnivore","Eutherian","7571319"
"540","Sorex vagrans",1992,1,2,"Mammal","Eulipotyphla",7,7.9666666587e-05,5.28548270311434e-05,0.000103559096297799,7.9666666587e-05,0.000717,"Carnivore","Eutherian","2436042"
"541","Spermophilus armatus",2615,1,9,"Mammal","Rodentia",350,0.00417525000057,0.0059755562711886,0.00670303167042253,0.00417525000057,0.00513,"Omnivore","Eutherian","2437316"
"542","Spermophilus franklini",2616,1,9,"Mammal","Rodentia",500,0.00083026747984183,0.00073228145872514,0.00083026747984183,NA,5e-04,"Omnivore","Eutherian","2437307"
"543","Spermophilus richardsonii",2617,1,9,"Mammal","Rodentia",351,0.00241444444408,0.00382763311593249,0.00429398384725094,0.00241444444408,0.00328,"Omnivore","Eutherian","2437299"
"544","Spermophilus spilosoma",2618,1,9,"Mammal","Rodentia",107,5.3958333345e-05,5.71508870060168e-05,6.18693250363363e-05,5.3958333345e-05,0.000105,"Omnivore","Eutherian","2437300"
"545","Spermophilus undulatus",2620,1,9,"Mammal","Rodentia",800,0.00108258333348,0.000653532217992952,0.000751502780136247,0.00108258333348,0.00033,"Omnivore","Eutherian","2437312"
"546","Sphiggurus insidiosus",2012,1,1,"Mammal","Lagomorpha",1000,8.85975351341775e-05,8.85975351341775e-05,NA,NA,2.97e-05,"Herbivore","Eutherian","2437606"
"547","Spilogale putorius",2621,1,2,"Mammal","Rodentia",595,8.180555555e-06,9.82598486141964e-06,9.33223326543638e-06,8.180555555e-06,5e-06,"Carnivore","Eutherian","2434831"
"548","Stochomys longicaudatus",196,1,9,"Mammal","Rodentia",78,3.52752777404e-05,3.73671539762841e-05,4.00704065942962e-05,3.52752777404e-05,8.41e-05,"Omnivore","Eutherian","2438508"
"549","Sundasciurus tenuis",2624,1,1,"Mammal","Rodentia",100,1.29499477591558e-05,1.28941591488704e-05,1.29499477591558e-05,NA,2.3e-05,"Herbivore","Eutherian","2437480"
"550","Sus scrofa",154,1,1,"Mammal","Artiodactyla",38303.5087719298,0.00038981756986579,0.000157506514005063,0.000211930812117807,0.00038981756986579,3.74284752631579e-06,"Herbivore","Eutherian","7705930"
"551","Syluisorex lunaris",1993,1,2,"Mammal","Eulipotyphla",18.5,0.000228087729167979,0.0001434644072836,0.000228087729167979,NA,0.000949,"Carnivore","Eutherian","2435802"
"552","Sylvicapra grimmia",1130,1,1,"Mammal","Artiodactyla",11300,3.47210996387499e-05,2.6539428775938e-05,3.47210996387499e-05,NA,1.53e-06,"Herbivore","Eutherian","2441187"
"553","Sylvilagus auduboni",2013,1,1,"Mammal","Lagomorpha",854,9.41687631818481e-05,9.41687631818481e-05,NA,NA,3.54e-05,"Herbivore","Eutherian","2436910"
"554","Sylvilagus bachmani",2014,1,1,"Mammal","Lagomorpha",692,0.00124217022386331,0.00124217022386331,NA,NA,0.000544,"Herbivore","Eutherian","2436846"
"555","Sylvilagus brasiliensis",2015,1,1,"Mammal","Lagomorpha",1017,1.20792562194017e-05,1.20792562194017e-05,NA,NA,4e-06,"Herbivore","Eutherian","2436860"
"556","Sylvilagus floridanus",155,1,1,"Mammal","Lagomorpha",1077.5,0.000980975555880411,0.000980975555880411,NA,NA,0.0003115,"Herbivore","Eutherian","2436886"
"557","Sylvilagus nuttalli",2018,1,1,"Mammal","Lagomorpha",1020,0.000208207971596539,0.000208207971596539,NA,NA,6.88e-05,"Herbivore","Eutherian","2436854"
"558","Sylvisorex megalura",1994,1,2,"Mammal","Eulipotyphla",5.3,0.000137699952805882,6.61993048142994e-05,0.000137699952805882,NA,0.001103,"Carnivore","Eutherian","2435511"
"559","Symphalangus syndactylus",2327,1,1,"Mammal","Primate",10700,8.53963772307789e-05,8.66964184420054e-05,8.53963772307789e-05,NA,5.2e-06,"Herbivore","Eutherian","4267277"
"560","Synaptomys cooperi",2625,1,1,"Mammal","Rodentia",27,0.000432104071382755,0.000400873189450767,0.000432104071382755,NA,0.00185,"Herbivore","Eutherian","2438954"
"561","Syncerus caffer",156,1,1,"Mammal","Artiodactyla",514976.19047619,0.00111257554253936,0.000778892116929868,0.00111257554253936,NA,2.80578666666667e-06,"Herbivore","Eutherian","2441034"
"562","Tachyoryctes splendens",2626,1,1,"Mammal","Rodentia",200,0.003216850001274,0.00354408108731972,0.00342864894268641,0.003216850001274,0.003822,"Herbivore","Eutherian","2438337"
"563","Talerillus pygargus",2627,1,1,"Mammal","Rodentia",62,0.000224589829411255,0.00021792359081215,0.000224589829411255,NA,0.00055,"Herbivore","Eutherian","2439217"
"564","Talpa europea",1995,1,2,"Mammal","Eulipotyphla",76,0.000526623622449256,0.000448823495568477,0.000526623622449256,NA,0.001045,"Carnivore","Eutherian","9307532"
"565","Tamandua mexicana",2659,1,9,"Mammal","Xenarthra",4210,2.639e-05,2.99062348902879e-05,2.20376253556084e-05,2.639e-05,5.2e-06,"Omnivore","Eutherian","2436335"
"566","Tamandua tetradactyla",197,1,9,"Mammal","Xenarthra",4280,3.07475000028e-05,3.66181787247021e-05,2.69924949724429e-05,3.07475000028e-05,6.3e-06,"Omnivore","Eutherian","2436340"
"567","Tamias striatus",2628,1,9,"Mammal","Rodentia",97,0.00103572222268,0.00105279536591651,0.00113636541139698,0.00103572222268,0.00206,"Omnivore","Eutherian","2437438"
"568","Tamiasciurus hudsonicus",198,1,9,"Mammal","Rodentia",218.5,0.000168777777764,0.000106737936195075,0.000118051968739065,0.000168777777764,0.000124,"Omnivore","Eutherian","2437282"
"569","Tapirus bairdii",157,1,1,"Mammal","Perissodactyla",3e+05,0.000105950660633131,0.000105950660633131,NA,NA,5.65e-07,"Herbivore","Eutherian","2440897"
"570","Tapirus terrestris",158,1,1,"Mammal","Perissodactyla",161975,0.000143848612106182,0.000143848612106182,NA,NA,1.2e-06,"Herbivore","Eutherian","2440898"
"571","Tatera kempii",2631,1,9,"Mammal","Rodentia",101,0.000410943532832001,0.000380260854174754,0.000410943532832001,NA,0.000725,"Omnivore","Eutherian","7539664"
"572","Taterillus gracilis",2632,1,1,"Mammal","Rodentia",51,0.000189086821402283,0.000181549501450247,0.000189086821402283,NA,0.000528,"Herbivore","Eutherian","2439213"
"573","Taurotragus oryx",159,1,1,"Mammal","Artiodactyla",382085.714285714,6.12728403514286e-05,7.20030481013011e-05,0.000102146073277303,6.12728403514286e-05,3.22134285714286e-07,"Herbivore","Eutherian","5220167"
"574","Taxidea taxus",1890,1,2,"Mammal","Carnivora",8620,3.3134444442e-05,3.11745791243972e-05,3.404593689248e-05,3.3134444442e-05,2.2e-06,"Carnivore","Eutherian","2434102"
"575","Tayassu pecari",1208,1,1,"Mammal","Artiodactyla",28550,0.000222633925792537,0.000166583241258358,0.000222633925792537,NA,4.9e-06,"Herbivore","Eutherian","2440993"
"576","Tayassu tajacu",160,1,1,"Mammal","Artiodactyla",19610,0.000331961226933223,0.000250541273478769,0.000331961226933223,NA,9.68e-06,"Herbivore","Eutherian","2440996"
"577","Tetracerus quadricornis",161,1,1,"Mammal","Artiodactyla",27000,6.0183749440798e-06,4.50896410846589e-06,6.0183749440798e-06,NA,1.38115205925926e-07,"Herbivore","Eutherian","2441199"
"578","Thamnomys dolichurus",162,1,1,"Mammal","Rodentia",41,7.38834355743687e-05,7.01071673509134e-05,7.38834355743687e-05,NA,0.0002389,"Herbivore","Eutherian","2438821"
"579","Thamnomys rutilans",2635,1,1,"Mammal","Rodentia",40,7.60439212245156e-06,7.20610776615656e-06,7.60439212245156e-06,NA,2.5e-05,"Herbivore","Eutherian","2438821"
"580","Theropithecus gelada",2328,1,1,"Mammal","Primate",17100,0.00164681855695993,0.00162856527748522,0.00164681855695993,NA,6.95e-05,"Herbivore","Eutherian","2436553"
"581","Thomomys bottae",2636,1,1,"Mammal","Rodentia",154,0.0014727777768,0.0016874383477575,0.00165568145996768,0.0014727777768,0.0022,"Herbivore","Eutherian","2439385"
"582","Thomomys talpoides",2637,1,1,"Mammal","Rodentia",93,0.00150866666584,0.00131897174361539,0.00132987984062578,0.00150866666584,0.00248,"Herbivore","Eutherian","2439383"
"583","Tolypeutes matacus",2662,1,9,"Mammal","Xenarthra",1066,1.55876e-05,3.16694890978105e-05,2.27045874528345e-05,1.55876e-05,1.33e-05,"Omnivore","Eutherian","2440792"
"584","Tragelaphus angasi",1265,1,1,"Mammal","Artiodactyla",90600,2.25518197807142e-05,1.64318532584484e-05,2.25518197807142e-05,NA,2.09e-07,"Herbivore","Eutherian","5220181"
"585","Tragelaphus angasii",163,1,1,"Mammal","Artiodactyla",58000,0.000165047510671857,0.000121497974758722,0.000165047510671857,NA,2.136265e-06,"Herbivore","Eutherian","5220181"
"586","Tragelaphus imberbis",1274,1,1,"Mammal","Artiodactyla",110000,2.27101914438804e-05,1.64735678003997e-05,2.27101914438804e-05,NA,1.82e-07,"Herbivore","Eutherian","5220177"
"587","Tragelaphus scriptus",164,1,1,"Mammal","Artiodactyla",35475.8620689655,0.000122857360012476,9.14685142958201e-05,0.000122857360012476,NA,2.29802689655172e-06,"Herbivore","Eutherian","5220182"
"588","Tragelaphus spekei",165,1,1,"Mammal","Artiodactyla",87400,0.00866547348457166,0.00631911761688681,0.00866547348457166,NA,8.25e-05,"Herbivore","Eutherian","5220179"
"589","Tragelaphus strepsiceros",166,1,1,"Mammal","Artiodactyla",170040,9.87506585810843e-05,7.09179592256116e-05,9.87506585810843e-05,NA,5.710984e-07,"Herbivore","Eutherian","5220183"
"590","Tragulus memmina",1331,1,1,"Mammal","Artiodactyla",3200,2.7344205781015e-05,2.15162097015179e-05,2.7344205781015e-05,NA,3.1e-06,"Herbivore","Eutherian","5787129"
"591","Trichosurus caninus",1976,1,1,"Mammal","Diprotodontia",2800,0.000714136507843912,0.000944915950462929,0.000714136507843912,NA,0.00015,"Herbivore","Marsupial","2440251"
"592","Trichosurus vulpecula",1977,1,1,"Mammal","Diprotodontia",2080,0.000265416666675,0.000380750458368534,0.000289388513847282,0.000265416666675,7.5e-05,"Herbivore","Marsupial","2440254"
"593","Tupaia glis",2644,1,9,"Mammal","Scandentia",134,3.8628e-05,4.653741876781e-05,NA,3.8628e-05,7.4e-05,"Omnivore","Eutherian","2436271"
"594","Uncia uncia",1881,1,2,"Mammal","Carnivora",71700,9.29036744749827e-07,8.13669338474764e-07,9.29036744749827e-07,NA,1.2e-08,"Carnivore","Eutherian","2435238"
"595","Uranomys ruddi",2638,1,1,"Mammal","Rodentia",34,5.83589925453599e-05,5.48191954531606e-05,5.83589925453599e-05,NA,0.000214,"Herbivore","Eutherian","2439014"
"596","Ursus americanus",1891,1,2,"Mammal","Carnivora",153000,6.972086666394e-05,9.71132122614449e-05,0.000112661590487594,6.972086666394e-05,8.18e-07,"Carnivore","Eutherian","2433407"
"597","Ursus arctos",71,1,2,"Mammal","Carnivora",194333.333333333,7.44314536886667e-06,9.58626182749398e-06,1.11770660708388e-05,7.44314536886667e-06,6.76666666666667e-08,"Carnivore","Eutherian","2433433"
"598","Ursus maritimus",1895,1,2,"Mammal","Carnivora",386000,2.01537000072e-06,3.81101871401525e-06,4.5079433841543e-06,2.01537000072e-06,1.62e-08,"Carnivore","Eutherian","2433451"
"599","Ursus ursinus",72,1,2,"Mammal","Carnivora",1e+05,1.44325031546637e-05,1.25522801290584e-05,1.44325031546637e-05,NA,1.44772e-07,"Carnivore","Eutherian","9335260"
"600","Vicugna vicugna",1332,1,1,"Mammal","Artiodactyla",47500,0.000232840135887207,0.000172191930548646,0.000232840135887207,NA,3.5e-06,"Herbivore","Eutherian","5220192"
"601","Vombatus ursinus",1978,1,1,"Mammal","Diprotodontia",22500,0.000228525660974997,0.000314588167462254,0.000228525660974997,NA,1.1e-05,"Herbivore","Marsupial","2440301"
"602","Vulpes pallida",2639,1,2,"Mammal","Rodentia",3250,4.03064816014456e-05,4.75520170197924e-05,4.03064816014456e-05,NA,6.9e-06,"Carnivore","Eutherian","5219237"
"603","Vulpes vulpes",1944,1,2,"Mammal","Carnivora",5440,1.34088888896e-05,1.61348754840762e-05,1.74514787745043e-05,1.34088888896e-05,1.6e-06,"Carnivore","Eutherian","5219243"
"604","Zapus hudsonicus",2640,1,1,"Mammal","Rodentia",18,0.00114365300854313,0.00103801589029979,0.00114365300854313,NA,0.00643,"Herbivore","Eutherian","9437791"
"605","Zapus princeps",2641,1,1,"Mammal","Rodentia",29,8.0869652121133e-05,7.53147565517567e-05,8.0869652121133e-05,NA,0.00033,"Herbivore","Eutherian","2439473"
"606","Zelotomys hildegardeae",2642,1,2,"Mammal","Rodentia",51,2.47102096150711e-05,2.20689413023167e-05,2.47102096150711e-05,NA,6.9e-05,"Carnivore","Eutherian","2438269"
"607","Zygodontomys brevicauda",2643,1,1,"Mammal","Rodentia",56,0.000106396352060874,0.000102672444263247,0.000106396352060874,NA,0.000279,"Herbivore","Eutherian","2439344"
"608","Zygodontomys spp.",2019,1,1,"Mammal","Lagomorpha",50,1.96582750382045e-05,1.96582750382045e-05,NA,NA,5.8e-05,"Herbivore","Eutherian","2439342"
