"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","Mortality_per_yr","Trophic","Group","Lifespan_yr"
"359",1,2,"Mammal","Carnivora","Hyaena brunnea",42250,0.078369906,"Carnivore","Eutherian",12.7599999928544
"360",1,2,"Mammal","Carnivora","Hyaena hyaena",40000,0.1,"Carnivore","Eutherian",10
"361",1,2,"Mammal","Carnivora","Hydrictis maculicollis",4000,0.109170306,"Carnivore","Eutherian",9.1599999728864
"38",1,2,"Mammal","Carnivora","Hydrurga leptonyx",360000,0.101333333333333,"Carnivore","Eutherian",9.86842105263158
"365",1,2,"Mammal","Carnivora","Ichneumia albicauda",3500,0.168918919,"Carnivore","Eutherian",5.9199999971584
"366",1,2,"Mammal","Carnivora","Ictonyx striatus",910,0.178571429,"Carnivore","Eutherian",5.59999998656
"367",1,2,"Mammal","Carnivora","Leopardus colocolo",2950,0.12755102,"Carnivore","Eutherian",7.840000025088
"368",1,2,"Mammal","Carnivora","Leopardus geoffroyi",4000,0.108695652,"Carnivore","Eutherian",9.20000001472
"369",1,2,"Mammal","Carnivora","Leopardus pardalis",8800,0.088652482,"Carnivore","Eutherian",11.2800000342912
"370",1,2,"Mammal","Carnivora","Leopardus tigrinus",2250,0.114155251,"Carnivore","Eutherian",8.7600000108624
"371",1,2,"Mammal","Carnivora","Leopardus wiedii",3666.7,0.104166667,"Carnivore","Eutherian",9.59999996928
"41",1,2,"Mammal","Carnivora","Leptailurus serval",12675,0.1108035715,"Carnivore","Eutherian",9.0249798491378
"42",1,2,"Mammal","Carnivora","Lobodon carcinophagus",225000,0.08225,"Carnivore","Eutherian",12.1580547112462
"378",1,2,"Mammal","Carnivora","Lontra canadensis",9000,0.092592593,"Carnivore","Eutherian",10.79999995248
"379",1,2,"Mammal","Carnivora","Lutra lutra",6750,0.137362637,"Carnivore","Eutherian",7.2800000192192
"380",1,2,"Mammal","Carnivora","Lycalopex culpaeus",13000,0.190839695,"Carnivore","Eutherian",5.239999990568
"381",1,2,"Mammal","Carnivora","Lycalopex griseus",3990,0.229357798,"Carnivore","Eutherian",4.3600000031392
"382",1,2,"Mammal","Carnivora","Lycalopex gymnocercus",8500,0.182481752,"Carnivore","Eutherian",5.4799999947392
"383",1,2,"Mammal","Carnivora","Lycalopex sechurae",4000,0.252525253,"Carnivore","Eutherian",3.9599999925552
"384",1,2,"Mammal","Carnivora","Lycalopex vetulus",5350,0.198412698,"Carnivore","Eutherian",5.0400000104832
"4311",1,2,"Mammal","Carnivora","Lycaon pictus",23566.6666666667,0.212019608,"Carnivore","Eutherian",4.71654489616828
"388",1,2,"Mammal","Carnivora","Lynx canadensis",10100,0.093283582,"Carnivore","Eutherian",10.7200000102912
"389",1,2,"Mammal","Carnivora","Lynx lynx",23000,0.105485232,"Carnivore","Eutherian",9.4800000060672
"390",1,2,"Mammal","Carnivora","Lynx rufus",8600,0.077399381,"Carnivore","Eutherian",12.9199999674416
"391",1,2,"Mammal","Carnivora","Martes americana",884,0.140449438,"Carnivore","Eutherian",7.1200000102528
"392",1,2,"Mammal","Carnivora","Martes flavigula",2500,0.15625,"Carnivore","Eutherian",6.4
"393",1,2,"Mammal","Carnivora","Martes foina",1700,0.137362637,"Carnivore","Eutherian",7.2800000192192
"4413",1,2,"Mammal","Carnivora","Martes martes",1300,0.1966813185,"Carnivore","Eutherian",5.08436697306359
"396",1,2,"Mammal","Carnivora","Martes pennanti",3175,0.174825175,"Carnivore","Eutherian",5.71999999428
"4512",1,2,"Mammal","Carnivora","Martes zibellina",1123.35,0.2079347825,"Carnivore","Eutherian",4.80920021160962
"399",1,2,"Mammal","Carnivora","Meles meles",13000,0.134408602,"Carnivore","Eutherian",7.4400000083328
"4810",1,2,"Mammal","Carnivora","Mellivora capensis",9000,0.087936102,"Carnivore","Eutherian",11.3718936506874
"402",1,2,"Mammal","Carnivora","Melogale moschata",672,0.131578947,"Carnivore","Eutherian",7.60000002128
"403",1,2,"Mammal","Carnivora","Melursus ursinus",1e+05,0.075075075,"Carnivore","Eutherian",13.32000001332
"4910",1,2,"Mammal","Carnivora","Mephitis mephitis",2795,0.3074280575,"Carnivore","Eutherian",3.2527935417866
"52",1,2,"Mammal","Carnivora","Mirounga angustirostris",2400000,0.182,"Carnivore","Eutherian",5.49450549450549
"5310",1,2,"Mammal","Carnivora","Mirounga leonina",1600000,0.12625,"Carnivore","Eutherian",7.92079207920792
"413",1,2,"Mammal","Carnivora","Mungos mungo",1331.5,0.143678161,"Carnivore","Eutherian",6.9599999961024
"414",1,2,"Mammal","Carnivora","Mustela erminea",110.3,0.2,"Carnivore","Eutherian",5
"415",1,2,"Mammal","Carnivora","Mustela eversmanii",1350,0.274725275,"Carnivore","Eutherian",3.63999999636
"416",1,2,"Mammal","Carnivora","Mustela frenata",150.6,0.284090909,"Carnivore","Eutherian",3.5200000011264
"55",1,2,"Mammal","Carnivora","Mustela lutreola",515,0.276809524,"Carnivore","Eutherian",3.61259246267842
"419",1,2,"Mammal","Carnivora","Mustela nigripes",1021,0.265957447,"Carnivore","Eutherian",3.7599999972928
"420",1,2,"Mammal","Carnivora","Mustela nivalis",46.9,0.274725275,"Carnivore","Eutherian",3.63999999636
"56",1,2,"Mammal","Carnivora","Mustela putorius",1003,0.305408408333333,"Carnivore","Eutherian",3.27430408827698
"424",1,2,"Mammal","Carnivora","Mustela sibirica",565,0.284090909,"Carnivore","Eutherian",3.5200000011264
"425",1,2,"Mammal","Carnivora","Mustela vison",945,0.256,"Carnivore","Eutherian",3.90625
"426",1,2,"Mammal","Carnivora","Nandinia binotata",1900,0.119047619,"Carnivore","Eutherian",8.40000000336
"427",1,2,"Mammal","Carnivora","Nasua narica",3750,0.09469697,"Carnivore","Eutherian",10.559999966208
"58",1,2,"Mammal","Carnivora","Nasua nasua",4110,0.156495077333333,"Carnivore","Eutherian",6.38997735289786
"431",1,2,"Mammal","Carnivora","Neofelis nebulosa",19500,0.126262626,"Carnivore","Eutherian",7.9200000164736
"432",1,2,"Mammal","Carnivora","Neophoca cinerea",190000,0.10373444,"Carnivore","Eutherian",9.639999984576
"433",1,2,"Mammal","Carnivora","Neovison vison",925,0.219298246,"Carnivore","Eutherian",4.5599999919744
"6110",1,2,"Mammal","Carnivora","Nyctereutes procyonoides",6250,0.191801205,"Carnivore","Eutherian",5.21373158213474
"6210",1,2,"Mammal","Carnivora","Odobenus rosmarus",1200000,0.085,"Carnivore","Eutherian",11.7647058823529
"440",1,2,"Mammal","Carnivora","Otaria byronia",245000,0.127,"Carnivore","Eutherian",7.8740157480315
"441",1,2,"Mammal","Carnivora","Otaria flavescens",207500,0.086206897,"Carnivore","Eutherian",11.59999993968
"442",1,2,"Mammal","Carnivora","Otocyon megalotis",4150,0.147058824,"Carnivore","Eutherian",6.79999997824
"443",1,2,"Mammal","Carnivora","Paguma hispida",65000,0.032,"Carnivore","Eutherian",31.25
"6510",1,2,"Mammal","Carnivora","Paguma larvata",4350,0.116120438,"Carnivore","Eutherian",8.61174843312251
"6610",1,2,"Mammal","Carnivora","Panthera leo",162800,0.1099185186,"Carnivore","Eutherian",9.09764808274991
"451",1,2,"Mammal","Carnivora","Panthera onca",81150,0.089285714,"Carnivore","Eutherian",11.20000003584
"6710",1,2,"Mammal","Carnivora","Panthera pardus",54375,0.152287546,"Carnivore","Eutherian",6.56652514447898
"6810",1,2,"Mammal","Carnivora","Panthera tigris",179925,0.1142642585,"Carnivore","Eutherian",8.75164301705069
"6910",1,2,"Mammal","Carnivora","Paradoxurus hermaphroditus",3050,0.108520408,"Carnivore","Eutherian",9.21485661941116
"721",1,2,"Mammal","Carnivora","Phoca caspica",86000,0.05625,"Carnivore","Eutherian",17.7777777777778
"732",1,2,"Mammal","Carnivora","Phoca fasciata",90000,0.0916666666666667,"Carnivore","Eutherian",10.9090909090909
"745",1,2,"Mammal","Carnivora","Phoca groenlandica",120000,0.085,"Carnivore","Eutherian",11.7647058823529
"75",1,2,"Mammal","Carnivora","Phoca hispida",93000,0.0594,"Carnivore","Eutherian",16.8350168350168
"76",1,2,"Mammal","Carnivora","Phoca sibirica",1e+05,0.046,"Carnivore","Eutherian",21.7391304347826
"77",1,2,"Mammal","Carnivora","Phoca vitulina",103000,0.0731042016,"Carnivore","Eutherian",13.6791043211393
"81",1,2,"Mammal","Carnivora","Potos flavus",2093.33333333333,0.079701389,"Carnivore","Eutherian",12.5468327785354
"82",1,2,"Mammal","Carnivora","Prionailurus bengalensis",5000,0.158029412,"Carnivore","Eutherian",6.32793596675535
"488",1,2,"Mammal","Carnivora","Prionailurus planiceps",6750,0.178571429,"Carnivore","Eutherian",5.59999998656
"489",1,2,"Mammal","Carnivora","Prionailurus rubiginosus",1350,0.139664804,"Carnivore","Eutherian",7.1600000240576
"490",1,2,"Mammal","Carnivora","Prionailurus viverrinus",10650,0.145348837,"Carnivore","Eutherian",6.8800000099072
"83",1,2,"Mammal","Carnivora","Procyon cancrivorus",6610,0.1567894735,"Carnivore","Eutherian",6.37797919514029
"841",1,2,"Mammal","Carnivora","Procyon lotor",5760,0.1230238095,"Carnivore","Eutherian",8.12850783977714
"495",1,2,"Mammal","Carnivora","Profelis aurata",10650,0.119047619,"Carnivore","Eutherian",8.40000000336
"496",1,2,"Mammal","Carnivora","Proteles cristata",10000,0.125,"Carnivore","Eutherian",8
"497",1,2,"Mammal","Carnivora","Pteronura brasiliensis",24000,0.144508671,"Carnivore","Eutherian",6.9199999770256
"498",1,2,"Mammal","Carnivora","Puma concolor",63000,0.105042017,"Carnivore","Eutherian",9.5199999824832
"499",1,2,"Mammal","Carnivora","Puma yagouaroundi",7000,0.134408602,"Carnivore","Eutherian",7.4400000083328
"500",1,2,"Mammal","Carnivora","Pusa hispida",90000,0.054347826,"Carnivore","Eutherian",18.40000002944
"501",1,2,"Mammal","Carnivora","Pusa sibirica",90000,0.044642857,"Carnivore","Eutherian",22.40000007168
"502",1,2,"Mammal","Carnivora","Speothos venaticus",6000,0.177304965,"Carnivore","Eutherian",5.639999985336
"503",1,2,"Mammal","Carnivora","Spilogale putorius",600,0.238095238,"Carnivore","Eutherian",4.20000000168
"504",1,2,"Mammal","Carnivora","Suricata suricatta",776,0.121359223,"Carnivore","Eutherian",8.2400000204352
"931",1,2,"Mammal","Carnivora","Taxidea taxus",7332.5,0.14025,"Carnivore","Eutherian",7.1301247771836
"509",1,2,"Mammal","Carnivora","Tremarctos ornatus",109250,0.064102564,"Carnivore","Eutherian",15.60000002496
"510",1,2,"Mammal","Carnivora","Uncia uncia",50000,0.117924528,"Carnivore","Eutherian",8.4800000217088
"511",1,2,"Mammal","Carnivora","Urocyon cinereoargenteus",4750,0.154320988,"Carnivore","Eutherian",6.4799999854848
"512",1,2,"Mammal","Carnivora","Ursus americanus",154250,0.073529412,"Carnivore","Eutherian",13.59999995648
"95",1,2,"Mammal","Carnivora","Ursus arctos",185166.666666667,0.0825,"Carnivore","Eutherian",12.1212121212121
"516",1,2,"Mammal","Carnivora","Ursus maritimus",475000,0.057077626,"Carnivore","Eutherian",17.5199998682496
"517",1,2,"Mammal","Carnivora","Ursus thibetanus",103750,0.06377551,"Carnivore","Eutherian",15.680000050176
"518",1,2,"Mammal","Carnivora","Viverra civettina",12061,0.162337662,"Carnivore","Eutherian",6.1600000128128
"519",1,2,"Mammal","Carnivora","Viverra tangalunga",7350,0.166666667,"Carnivore","Eutherian",5.999999988
"520",1,2,"Mammal","Carnivora","Viverra zibetha",10000,0.115207373,"Carnivore","Eutherian",8.6800000204848
"521",1,2,"Mammal","Carnivora","Vormela peregusna",542.5,0.284090909,"Carnivore","Eutherian",3.5200000011264
"522",1,2,"Mammal","Carnivora","Vulpes cana",1000,0.256,"Carnivore","Eutherian",3.90625
"523",1,2,"Mammal","Carnivora","Vulpes chama",2960,0.256,"Carnivore","Eutherian",3.90625
"524",1,2,"Mammal","Carnivora","Vulpes corsac",2700,0.192307692,"Carnivore","Eutherian",5.20000000832
"525",1,2,"Mammal","Carnivora","Vulpes lagopus",5200,0.153374233,"Carnivore","Eutherian",6.5200000054768
"526",1,2,"Mammal","Carnivora","Vulpes macrotis",2500,0.158227848,"Carnivore","Eutherian",6.3200000040448
"96",1,2,"Mammal","Carnivora","Vulpes pallida",2800,0.206125,"Carnivore","Eutherian",4.85142510612492
"529",1,2,"Mammal","Carnivora","Vulpes rueppellii",3200,0.174825175,"Carnivore","Eutherian",5.71999999428
"530",1,2,"Mammal","Carnivora","Vulpes velox",2400,0.157232704,"Carnivore","Eutherian",6.3600000162816
"971",1,2,"Mammal","Carnivora","Vulpes vulpes",5184.52857142857,0.266624413142857,"Carnivore","Eutherian",3.75059428434335
"538",1,2,"Mammal","Carnivora","Vulpes zerda",1250,0.153374233,"Carnivore","Eutherian",6.5200000054768
"981",1,2,"Mammal","Carnivora","Zalophus californianus",215000,0.1095140055,"Carnivore","Eutherian",9.13125216664639
"7",1,2,"Mammal","Cetacea","Balaena mysticetus",79333333.3333333,0.0505797786666667,"Carnivore","Eutherian",19.7707468549882
"8",1,2,"Mammal","Cetacea","Balaenoptera acutorostrata",9375000,0.04475,"Carnivore","Eutherian",22.3463687150838
"911",1,2,"Mammal","Cetacea","Balaenoptera borealis",2e+07,0.027837838,"Carnivore","Eutherian",35.9223298878311
"1010",1,2,"Mammal","Cetacea","Balaenoptera edeni",1.6e+07,0.0244444445,"Carnivore","Eutherian",40.9090908161157
"1114",1,2,"Mammal","Cetacea","Balaenoptera musculus",147200000,0.0354181818,"Carnivore","Eutherian",28.2340862567937
"12",1,2,"Mammal","Cetacea","Balaenoptera physalus",53333333.3333333,0.0175906433333333,"Carnivore","Eutherian",56.8484040663284
"561",1,2,"Mammal","Cetacea","Balaenopterus borealis",1.2e+07,0.0584,"Carnivore","Eutherian",17.1232876712329
"16",1,2,"Mammal","Cetacea","Berardius bairdii",11390000,0.023452381,"Carnivore","Eutherian",42.6395938220516
"564",1,2,"Mammal","Cetacea","Cephalorhynchus commersonii",50000,0.141,"Carnivore","Eutherian",7.09219858156028
"26",1,2,"Mammal","Cetacea","Delphinapterus leucas",1407500,0.089125,"Carnivore","Eutherian",11.2201963534362
"569",1,2,"Mammal","Cetacea","Delphinus delphis",65000,0.127,"Carnivore","Eutherian",7.8740157480315
"3214",1,2,"Mammal","Cetacea","Eschrichtius robustus",24900000,0.0514374026,"Carnivore","Eutherian",19.4411060717129
"575",1,2,"Mammal","Cetacea","Eubalaena australis",4.5e+07,0.014285714,"Carnivore","Eutherian",70.0000014
"576",1,2,"Mammal","Cetacea","Eubalaena glacialis",2.3e+07,0.014925373,"Carnivore","Eutherian",67.000000603
"577",1,2,"Mammal","Cetacea","Globicephala macrorhynchus",2200000,0.015873016,"Carnivore","Eutherian",62.999999496
"578",1,2,"Mammal","Cetacea","Globicephala melas",1060000,0.041666667,"Carnivore","Eutherian",23.999999808
"579",1,2,"Mammal","Cetacea","Grampus griseus",425000,0.058823529,"Carnivore","Eutherian",17.000000119
"39",1,2,"Mammal","Cetacea","Hyperoodon ampullatus",4500000,0.0475135135,"Carnivore","Eutherian",21.0466439195241
"582",1,2,"Mammal","Cetacea","Inia geoffrensis",84000,0.079872204,"Carnivore","Eutherian",12.5200000741184
"583",1,2,"Mammal","Cetacea","Kogia breviceps",424600,0.058823529,"Carnivore","Eutherian",17.000000119
"4010",1,2,"Mammal","Cetacea","Lagenorhynchus acutus",202666.666666667,0.0816790123333333,"Carnivore","Eutherian",12.2430471602544
"587",1,2,"Mammal","Cetacea","Lagenorhynchus obliquidens",103000,0.054347826,"Carnivore","Eutherian",18.40000002944
"588",1,2,"Mammal","Cetacea","Lipotes vexillifer",83500,0.104166667,"Carnivore","Eutherian",9.59999996928
"4610",1,2,"Mammal","Cetacea","Megaptera novaeangliae",3e+07,0.0231754386666667,"Carnivore","Eutherian",43.1491293167324
"4777",1,2,"Mammal","Cetacea","Megaptera novaengliae",20650000,0.0876,"Carnivore","Eutherian",11.4155251141553
"594",1,2,"Mammal","Cetacea","Mesoplodon europaeus",5600000,0.020833333,"Carnivore","Eutherian",48.000000768
"54",1,2,"Mammal","Cetacea","Monodon monoceros",1075000,0.0415,"Carnivore","Eutherian",24.0963855421687
"6010",1,2,"Mammal","Cetacea","Neophocaena phocaenoides",31250,0.092878788,"Carnivore","Eutherian",10.7667210299945
"599",1,2,"Mammal","Cetacea","Orcaella brevirostris",190000,0.033333333,"Carnivore","Eutherian",30.0000003
"63",1,2,"Mammal","Cetacea","Orcinus orca",5121875,0.02852777775,"Carnivore","Eutherian",35.0535540750278
"719",1,2,"Mammal","Cetacea","Peponocephala electra",206000,0.037138298,"Carnivore","Eutherian",26.9263820329085
"78",1,2,"Mammal","Cetacea","Phocoena phocoena",51250,0.15927451,"Carnivore","Eutherian",6.27846853837441
"79",1,2,"Mammal","Cetacea","Phocoenoides dalli",106666.666666667,0.103151515,"Carnivore","Eutherian",9.69447710002127
"80",1,2,"Mammal","Cetacea","Physeter catodon",24100000,0.0499333333333333,"Carnivore","Eutherian",20.0267022696929
"614",1,2,"Mammal","Cetacea","Physeter macrocephalus",28500000,0.012987013,"Carnivore","Eutherian",76.999999923
"615",1,2,"Mammal","Cetacea","Pontoporia blainvillei",40000,0.159,"Carnivore","Eutherian",6.28930817610063
"852",1,2,"Mammal","Cetacea","Pseudorca crassidens",1054000,0.0775,"Carnivore","Eutherian",12.9032258064516
"88",1,2,"Mammal","Cetacea","Stenella attenuata",106250,0.038369565,"Carnivore","Eutherian",26.0623230938375
"89",1,2,"Mammal","Cetacea","Stenella coeruleoalba",106250,0.033695652,"Carnivore","Eutherian",29.6774195080125
"622",1,2,"Mammal","Cetacea","Steno bredanensis",114000,0.03125,"Carnivore","Eutherian",32
"94",1,2,"Mammal","Cetacea","Tursiops truncatus",181250,0.087862403,"Carnivore","Eutherian",11.3814323971995
"627",1,2,"Mammal","Cetacea","Ziphius cavirostris",2701000,0.016129032,"Carnivore","Eutherian",62.000000992
"628",1,2,"Mammal","Chiroptera","Anoura geoffroyi",15.2,0.25,"Carnivore","Eutherian",4
"629",1,2,"Mammal","Chiroptera","Antrozous pallidus",20.8,0.168918919,"Carnivore","Eutherian",5.9199999971584
"630",1,2,"Mammal","Chiroptera","Artibeus jamaicensis",42.2,0.130208333,"Carnivore","Eutherian",7.6800000196608
"631",1,2,"Mammal","Chiroptera","Barbastella barbastellus",10.25,0.043478261,"Carnivore","Eutherian",22.999999931
"632",1,2,"Mammal","Chiroptera","Carollia perspicillata",15,0.147058824,"Carnivore","Eutherian",6.79999997824
"633",1,2,"Mammal","Chiroptera","Corynorhinus townsendii",14.25,0.048780488,"Carnivore","Eutherian",20.499999918
"634",1,2,"Mammal","Chiroptera","Cynopterus brachyotis",45,0.247524752,"Carnivore","Eutherian",4.0400000077568
"635",1,2,"Mammal","Chiroptera","Cynopterus sphinx",75,0.25,"Carnivore","Eutherian",4
"636",1,2,"Mammal","Chiroptera","Desmodus rotundus",33.2,0.085616438,"Carnivore","Eutherian",11.6800000485888
"637",1,2,"Mammal","Chiroptera","Diphylla ecaudata",28,0.125,"Carnivore","Eutherian",8
"638",1,1,"Mammal","Chiroptera","Dobsonia moluccensis",430,0.203252033,"Herbivore","Eutherian",4.9199999883888
"639",1,1,"Mammal","Chiroptera","Eidolon helvum",306.25,0.114678899,"Herbivore","Eutherian",8.7200000062784
"640",1,2,"Mammal","Chiroptera","Epomophorus gambianus",80,0.320512821,"Carnivore","Eutherian",3.1199999952576
"641",1,2,"Mammal","Chiroptera","Epomophorus wahlbergi",80,0.247524752,"Carnivore","Eutherian",4.0400000077568
"642",1,2,"Mammal","Chiroptera","Eptesicus fuscus",23,0.052631579,"Carnivore","Eutherian",18.999999981
"643",1,2,"Mammal","Chiroptera","Eptesicus nilssonii",13,0.05,"Carnivore","Eutherian",20
"644",1,2,"Mammal","Chiroptera","Eptesicus serotinus",18.2,0.047619048,"Carnivore","Eutherian",20.999999832
"645",1,2,"Mammal","Chiroptera","Glossophaga soricina",10,0.227272727,"Carnivore","Eutherian",4.40000000528
"646",1,2,"Mammal","Chiroptera","Haplonycteris fischeri",18,0.1,"Carnivore","Eutherian",10
"647",1,2,"Mammal","Chiroptera","Hipposideros fulvus",7,0.076923077,"Carnivore","Eutherian",12.999999987
"648",1,2,"Mammal","Chiroptera","Lasionycteris noctivagans",10,0.083333333,"Carnivore","Eutherian",12.000000048
"649",1,2,"Mammal","Chiroptera","Lasiurus cinereus",24,0.071428571,"Carnivore","Eutherian",14.000000084
"650",1,2,"Mammal","Chiroptera","Leptonycteris curasoae",25,0.099009901,"Carnivore","Eutherian",10.09999999899
"651",1,2,"Mammal","Chiroptera","Macroderma gigas",150,0.110619469,"Carnivore","Eutherian",9.0400000021696
"652",1,2,"Mammal","Chiroptera","Macrotus californicus",11.6,0.147058824,"Carnivore","Eutherian",6.79999997824
"653",1,2,"Mammal","Chiroptera","Macrotus waterhousii",16,0.096153846,"Carnivore","Eutherian",10.40000001664
"654",1,2,"Mammal","Chiroptera","Megaderma lyra",38.6,0.071428571,"Carnivore","Eutherian",14.000000084
"655",1,2,"Mammal","Chiroptera","Miniopterus schreibersii",13,0.045454545,"Carnivore","Eutherian",22.00000022
"656",1,2,"Mammal","Chiroptera","Molossus molossus",14,0.178571429,"Carnivore","Eutherian",5.59999998656
"657",1,2,"Mammal","Chiroptera","Myotis bechsteinii",10.5,0.047619048,"Carnivore","Eutherian",20.999999832
"658",1,2,"Mammal","Chiroptera","Myotis blythii",23,0.03030303,"Carnivore","Eutherian",33.00000033
"659",1,2,"Mammal","Chiroptera","Myotis brandtii",7,0.024390244,"Carnivore","Eutherian",40.999999836
