UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Growth_rate_per_yr,Trophic,Group,Family,Genus,Reference,Notes,Notes_measure,,
2070,4,5,Invertebrate,Diptera,Chironomus anthracinus,0.019998619,0.055449802,2.772681598,,Benthos,Chironomidae,Chironomus,"Bosselman 1981, Dall et al. 1984, Jonasson 1975, Jonasson 1984, Jonasson and Kristiansen 1967, Petersen 1983; cited in Plante & Downing 1989",,,,
2071,4,5,Invertebrate,Diptera,Chironomus anthracinus,0.008544763,0.023642859,2.766941645,,Benthos,Chironomidae,Chironomus,"Dermott et al. 1977, Ross and Kalff 1975; cited in Plante & Downing 1989",,,,
2072,4,5,Invertebrate,Diptera,Chironomus anthracinus,0.013999096,0.055093454,3.935500755,,Benthos,Chironomidae,Chironomus,"Charles et al. 1974, Charles et al. 1976, Maitland and Hudspith 1974; cited in Plante & Downing 1989",,,,
2073,4,5,Invertebrate,Diptera,Chironomus commutatus,0.01,0.014665606,1.466560555,,Benthos,Chironomidae,Chironomus,"Capblancq and Laville 1968, Capblancq and Laville 1983, Giani and Laville 1973, Laville 1972, Laville 1975, Rey and Capblancq 1975; cited in Plante & Downing 1989",,,,
2074,4,5,Invertebrate,Diptera,Chironomus decorus,0.005300294,0.297235036,56.07896634,,Benthos,Chironomidae,Chironomus,"Benson et al. 1980, Childress et al. 1981, Kelly et al. 1978; cited in Plante & Downing 1989",,,,
2075,4,5,Invertebrate,Diptera,Chironomus islandicus,0.600067354,0.858222705,1.430210625,,Benthos,Chironomidae,Chironomus,"Adalsteinsson 1979, Lindegaard and Jonasson 1979, Olafsson 1979, Olafsson 1979; cited in Plante & Downing 1989",,,,
2076,4,5,Invertebrate,Diptera,Chironomus plumosus,0.139958732,0.147536678,1.054144143,,Benthos,Chironomidae,Chironomus,Frank 1982; cited in Plante & Downing 1989,,,,
2077,4,5,Invertebrate,Diptera,Chironomus plumosus,0.044004795,0.280801873,6.381165375,,Benthos,Chironomidae,Chironomus,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",,,,
2078,4,5,Invertebrate,Diptera,Chironomus sp,0.060911599,2.180720469,35.80139918,,Benthos,Chironomidae,Chironomus,Tudorancea et al. 1979; cited in Plante & Downing 1989,,,,
2079,4,5,Invertebrate,Diptera,Cladotanytarsus ,2.14289E-05,0.001535324,71.64732824,,Benthos,Chironomidae,Cladotanytarsus,"Bowen 1983, Eaton 1993, Hogan and Adair 1982, Wilda 1983; cited in Plante & Downing 1989",,,,
2080,4,5,Invertebrate,Diptera,Cryptochironomus ,0.000117761,0.010087882,85.66432556,,Benthos,Chironomidae,Cryptochironomus,"Bowen 1983, Eaton 1993, Hogan and Adair 1982, Wilda 1983; cited in Plante & Downing 1989",,,,
2081,4,5,Invertebrate,Diptera,Drosophila melanogaster,0.001366667,0.184568333,135.05,,Insect,,Drosophila,Siddiqui and Barlow 1973; after Frazier et al. 2006,Temp.C= 24.5; Dry mass converted to wet mass assuming 30% dry matter content,,,
2082,4,5,Invertebrate,Diptera,Glyptotendipes ,0.035999793,0.088186072,2.449627224,,Benthos,Chironomidae,Glyptotendipes,"Charles et al. 1974, Charles et al. 1976, Maitland and Hudspith 1974; cited in Plante & Downing 1989",,,,
2083,4,5,Invertebrate,Diptera,Glyptotendipes paripes,0.00336047,0.01990215,5.922430869,,Benthos,Chironomidae,Glyptotendipes,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",,,,
2084,4,5,Invertebrate,Diptera,Harnischia curtilamellata,0.000257454,0.000950605,3.692325673,,Benthos,Chironomidae,Harnischia,Tudorancea et al. 1979; cited in Plante & Downing 1989,,,,
2085,4,5,Invertebrate,Diptera,Heterotrissoclad ,0.002999853,0.002473432,0.824517732,,Benthos,Chironomidae,Heterotrissoclad,"Kalff and Welch 1974, Rigler 1972, Rigler et al. 1974, Schindler 1972, Schindler et al. 1974, Welch 1980; cited in Plante & Downing 1989",,,,
2086,4,5,Invertebrate,Diptera,Lauterbornia ,0.005000345,0.021154365,4.230580858,,Zooplankton,Chironomidae,Lauterbornia,"Kalff and Welch 1974, Rigler 1972, Rigler et al. 1974, Schindler 1972, Schindler et al. 1974, Welch 1976; cited in Plante & Downing 1989",,,,
2087,4,5,Invertebrate,Diptera,Limnochironomus ,0.002000322,0.008055639,4.027170343,,Benthos,Chironomidae,Limnochironomus,"Charles et al. 1974, Charles et al. 1976, Maitland and Hudspith 1974; cited in Plante & Downing 1989",,,,
2088,4,5,Invertebrate,Diptera,Limnochironomus pulsus,0.003480166,0.021266695,6.110827157,,Benthos,Chironomidae,Limnochironomus,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",,,,
2089,4,5,Invertebrate,Diptera,Microtendipes sp.,0.007800097,0.045123211,5.7849552,,Benthos,Chironomidae,Microtendipes,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",,,,
2090,4,5,Invertebrate,Diptera,Orthocladius ,0.001995262,0.006776415,3.396252726,,Benthos,Chironomidae,Orthocladius,"Kalff and Welch 1974, Rigler 1972, Rigler et al. 1974, Schindler 1972, Schindler et al. 1974, Welch 1979; cited in Plante & Downing 1989",,,,
2091,4,5,Invertebrate,Diptera,Parachironomus mancus,0.001116092,0.00613762,5.499206144,,Benthos,Chironomidae,Parachironomus,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",,,,
2092,4,5,Invertebrate,Diptera,Polypedilum ,0.004000369,0.017930814,4.4822905,,Benthos,Chironomidae,Polypedilum,"Charles et al. 1974, Charles et al. 1976, Maitland and Hudspith 1974; cited in Plante & Downing 1989",,,,
